roaster,cleaned_desc_1,sentiment_scores,compound,compound_scaled_0_1,compound_scaled_1_10
Coffee by Design,balanced honeyprocessed cup lead stone fruit vanillalike floral note — sweet tart especially aromatic,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}",0.4588,0.7294,7.5646
Coffee by Design,delicately fruitforward crisply chocolaty date baking chocolate hazelnut tangerine zest cane sugar aroma cup sweettoned structure gentle round acidity plush syrupysmooth mouthfeel understated balance nut chocolatetoned finish,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.5994}",0.5994,0.7997000000000001,8.1973
VERYTIME,fruittoned deeply floral raspberry wisteria honey pink peppercorn dark chocolate aroma cup sweetly tart structure crisp juicy acidity full satinysmooth mouthfeel finish driven note raspberry dark chocolate,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.4767}",0.4767,0.7383500000000001,7.645150000000001
PT's Coffee Roasting Co.,lyrically sweet stunningly deep engagingly complex dried black cherry black sage wild honey sandalwood honeysuckle aroma cup juicybright structure malic greenapplelike acidity luscious satiny mouthfeel integrated multilayered flavorsaturated finish,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.6705}",0.6705,0.83525,8.51725
Kakalove Cafe,richly sweet deeply savory fig dark chocolate magnolia cashew butter hint grappa barrel aroma cup sweettoned structure juicy acidity full syrupysmooth mouthfeel finish center around note dark chocolate cashew butter undertone dried fig,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
Euphora Coffee,crisply sweet deeptoned banana cream hazelnut freesia golden raisin aroma cup bittersweet structure brisk acidity crisp syrupy mouthfeel complex resonant flavorsaturated finish,"{'neg': 0.051, 'neu': 0.711, 'pos': 0.237, 'compound': 0.5719}",0.5719,0.7859499999999999,8.07355
Min Enjoy Cafe,soft balanced vibrant cocoa nib tea rose cream bay leaf dried apple aroma cup sweet structure gentle acidity buttery mouthfeel subtly nuanced finish lead note cocoa nib bay leaf dried apple undertone,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.8519}",0.8519,0.92595,9.33355
Mostra Coffee,gently tart sweetly herbaceous jasmine sassafras tangerine baking chocolate agave syrup aroma cup hightoned structure sweetly bright acidity silky buoyant mouthfeel quiet finish consolidates note tangerine jasmine,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9186}",0.9186,0.9593,9.633700000000001
Peach Coffee Roasters,caramel apple chrysanthemum lemon verbena cedar almond butter aroma cup sweetly bright structure delicately juicy acidity gently buoyant mouthfeel roundly sweet finish lead note caramel apple chrysanthemum,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9313}",0.9313,0.96565,9.69085
Spix's Cafe,sweetly deeply bright dried cherry dark chocolate magnolia cedar marjoram aroma cup sweetly savory structure delicate deeptoned acidity silkysmooth mouthfeel simple clean finish chocolaty sweet,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.9359}",0.9359,0.96795,9.711549999999999
Willoughby's Coffee & Tea,hazelnut vanilla freesia cocoa powder plum aroma cup sweettoned balanced backgrounded acidity delicate lively mouthfeel straightforward richly nuttoned crisply chocolaty finish,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.7506}",0.7506,0.8753,8.8777
CafeTaster,crisp sweet delicately cocoatoned blood orange cocoa macadamia nut honeysuckle grape aroma cup deep rather bittersweet structure lowtoned vibrant acidity lightly syrupy deeply satiny mouthfeel dry bit finish cocoatoned sweetness last,"{'neg': 0.033, 'neu': 0.668, 'pos': 0.298, 'compound': 0.8834}",0.8834,0.9417,9.4753
Cafe Red Bean Shop,richly fruittoned date honey hazelnut butter magnolia hint whiskey barrel aroma cup sweettoned structure brisk acidity full buttery mouthfeel long resonant balanced finish centered around note date magnolia hazelnut,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.5423}",0.5423,0.77115,7.9403500000000005
Cafe Red Bean Shop,richly aromatic deeply floral toned star jasmine cocoa nib dragonfruit lychee sandalwood aroma cup richly sweet delicately bright acidity full satinysmooth mouthfeel crisply sweet finish consolidates note cocoa nib sandalwood undertone star jasmine,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.9403}",0.9403,0.9701500000000001,9.73135
Ramshead Coffee Roasters,gently fruitforward elegantly floral wild raspberry cocoa nib star jasmine cashew butter cedar aroma cup sweettoned structure delicately juicy acidity full satiny mouthfeel finish consolidates note cocoatoned raspberry,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.7845}",0.7845,0.89225,9.03025
Paradise Roasters,richly fruit spicetoned dried elderberry clove agave syrup marjoram sandalwood aroma cup sweetsavory structure vibrant acidity syrupysmooth mouthfeel resonant finish lead note elderberry sandalwood,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.743}",0.743,0.8714999999999999,8.843499999999999
Paradise Roasters,complex nuanced hightoned wild raspberry honeysuckle cocoa nib tangerine zest honey aroma cup sweetly tart juicybright acidity full satinysmooth mouthfeel inviting finish lead note cocoa nib honey,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.6597}",0.6597,0.82985,8.46865
Mostra Coffee,spicetoned deeply chocolaty dark chocolate baking spice cashew butter lily molasses aroma cup crisply sweet gentle round acidity plush creamy mouthfeel quiet nutty finish supported note baking spice,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.802}",0.802,0.901,9.109
modcup coffee,crisply chocolaty richly nuttoned baking chocolate almond butter plum cedar maple syrup aroma cup sweet structure juicy acidity velvety mouthfeel flavorful finish lead note baking chocolate almond hint plum,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
JBC Coffee Roasters,bright deeptoned bing cherry almond nougat lemon verbena cane sugar cedar aroma cup sweet structure gentle smooth acidity full satiny mouthfeel crisp finish center around note almond nougat lemon verbena,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.8316}",0.8316,0.9158,9.2422
Paradise Roasters,richly sweet delicately spicetoned baking chocolate date brown sugar nutmeg freshcut oak aroma cup sweettoned structure brisk acidity smooth silky mouthfeel finish consolidates note baking chocolate nutmeg,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.8176}",0.8176,0.9088,9.1792
1980 CAFE,fruittoned delicately floral magnolia plum almond cedar cane sugar aroma cup crisply sweet structure brisk acidity silky mouthfeel woodframed finish undertone almond cane sugar,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.6808}",0.6808,0.8404,8.563600000000001
1980 CAFE,gently sweettart pomegranate orange zest agave syrup fir lily aroma cup tart structure brisk acidity velvety mouthfeel gently drying woodframed finish,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.765}",0.765,0.8825000000000001,8.9425
Kasasagi Coffee Roasters,evaluated espresso sweet richly nuttoned almond brittle freesia dried apple cedar lemon zest aroma small cup crisp satiny mouthfeel gently drying woodframed finish three part milk nut tone amplified supported hint freesialike flower,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.891}",0.891,0.9455,9.5095
Kasasagi Coffee Roasters,evaluated espresso richly sweettart bing cherry dark chocolate fir almond gardenia aroma small cup crisp velvety mouthfeel chocolaty woodtoned finish note dark chocolate gardenia lead cappuccinoscaled milk,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4404}",0.4404,0.7202,7.4818
SkyTop Coffee,complex multilayered richly aromatic blood orange wisteria black sage dried apricot caramelized walnut aroma cup sweetly bright structure vibrant balanced acidity lively silkysmooth mouthfeel resonant finish center around note dried apricot black sage,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.9349}",0.9349,0.9674499999999999,9.707049999999999
Taster's Coffee,aromatically exhilarating deeply sweetsavory concord grape hop flower pineapple saltwater taffy cashew brittle black sage aroma cup savoryleaning structure winey acidity full syrupy mouthfeel crisp bittersweet finish,"{'neg': 0.045, 'neu': 0.862, 'pos': 0.093, 'compound': 0.34}",0.34,0.67,7.03
Hub Coffee Roasters,gently sweettart fruittoned dried plum cocoa nib freshcut oak lemon verbena freesialike flower aroma cup delicately tart structure brisk acidity crisp satiny mouthfeel cocoa cedar note lead quiet finish,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.6808}",0.6808,0.8404,8.563600000000001
Hub Coffee Roasters,crisply chocolaty deeply sweet baking chocolate cashew caramel freshcut fir oregano aroma cup sweettoned structure gentle round acidity full syrupy mouthfeel gently drying finish note crisp chocolate cashew,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.8479}",0.8479,0.92395,9.31555
Peach Coffee Roasters,deeply fruity richly chocolaty grape candy chocolate fudge magnolia walnut butter agave syrup aroma cup crisply sweettaert structure brisk acidity plush syrupy mouthfeel quietly fruittoned chocolaty finish,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.5829}",0.5829,0.79145,8.12305
Peach Coffee Roasters,spicetoned balanced crisply sweet baking spice caramel lily almond orange zest aroma cup crisp sweet structure bright acidity smooth satiny mouthfeel almond note lead finish supported caramel orange zest,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.8807}",0.8807,0.94035,9.46315
Mute Roaster,nuanced richly sweet delicately tart pineapple sage cocoa nib wild honey lilac aroma cup balanced bright structure lively phosphoric acidity viscous silky mouthfeel finish long harmoniously integrated flavorladen,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.9393}",0.9393,0.96965,9.72685
Oak & Bond Coffee Company,richtoned chocolaty balanced dark chocolate hazelnut butter blackberry yuzu freshcut oak aroma cup deeply sweet structure gentle round acidity plush satinysmooth mouthfeel particularly rich complex finish chocolaty long,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.8847}",0.8847,0.94235,9.48115
Quartet Kaffe,evaluated espresso sweetly tart juicy bright green apple sandalwood dark chocolate almond brittle pink grapefruit zest aroma small cup syrupy viscous mouthfeel crisply fruittoned finish elegant deep three part milk fruit dark chocolate aromatic wood harmony,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.8957}",0.8957,0.9478500000000001,9.530650000000001
Atom Coffee Roasters,richly sweet deeply savory lilac black currant lime zest tamarind cedar aroma cup balanced structure lively acidity plush syrupysmooth mouthfeel finish lead lilac black currant short lime zest cedar carry long,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.8316}",0.8316,0.9158,9.2422
Kakalove Cafe,evaluated espresso richly sweettart hightoned deeply aromatic dried pomegranate honeysuckle dark chocolate amber pink grapefruit zest aroma small cup plush voluptuous mouthfeel resonant flavorladen finish superb cappuccinoscaled milk chocolaty floraltoned,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.7906}",0.7906,0.8953,9.0577
JBC Coffee Roasters,berrydriven complexly sweetsavory mulberry praline cocoa nib lilac tangerine zest aroma cup brightly sweetsavory structure juicy vibrant acidity full syrupysmooth mouthfeel resonant lingering berrytoned finish chocolaty floral,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
JBC Coffee Roasters,crisply sweettart passion fruit lemon verbena cocoa nib freesia cedar aroma cup gently tart structure sweet hightoned acidity smooth satiny mouthfeel cocoatoned finish supported note lemon verbena freesia,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9022}",0.9022,0.9511000000000001,9.5599
Kakalove Cafe,gently fruitforward sweetly savory dark chocolate raspberry coulis star jasmine cedar tangerine zest sweetsavory structure fruitybright acidity plush syrupy mouthfeel chocolaty fruitdriven finish support note bittersweet citrus,"{'neg': 0.039, 'neu': 0.695, 'pos': 0.266, 'compound': 0.8176}",0.8176,0.9088,9.1792
Kakalove Cafe,delicate richly floraltoned lavender blood orange cocoa nib almond butter sandalwood aroma cup balanced structure fine floraltoned acidity silkysmooth vibrant mouthfeel long sweet finish center around note cocoa nib lavender blood orange,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.8834}",0.8834,0.9417,9.4753
Nostalgia Coffee Roasters,crisply sweet richly savory cocoa nib asian pear caramel freesialike flower freshcut oak aroma cup sweet structure brisk acidity full syrupysmooth mouthfeel quietly cocoatoned finish caramel undertone,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.8591}",0.8591,0.92955,9.36595
Simon Hsieh Aroma Roast Coffees,evaluated espresso deeply sweetsavory chocolaty fruitforward lychee chocolate fudge pistachio brittle plumeria scorched cedar aroma small cup creamysmooth mouthfeel resonantly chocolaty finish pleasing slightly smoky aromatic wood undertone three part milk chocolate elevated florals,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5267}",0.5267,0.76335,7.87015
Rusty Dog Coffee,richly aromatic deeply fruittoned raspberry jam almond nougat lemon balm cocoa nib cedar aroma cup gently tart structure pert acidity plush satiny mouthfeel crisp fruity cocoatoned finish,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
Rusty Dog Coffee,multilayered richly sweet dried plum hazelnut butter bergamot magnolia oak aroma cup sweettart structure brisk acidity full satinysmooth mouthfeel crisply nuttoned finish undertone bergamot,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.7579}",0.7579,0.87895,8.91055
Modern Times Coffee,evaluated espresso delicately berrytoned richly sweet blackberry coulis cocoa nib agave syrup freshcut cedar macadamia nut aroma small cup silky viscous mouthfeel finish lead note agave syrup macadamia nut especially pretty cappuccino format berry cocoa note balance rich aromatic cedar,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.9324}",0.9324,0.9662,9.6958
modcup coffee,evaluated espresso aromatically intense sweettartsavory concord grape lychee dark chocolate aloewood oregano aroma cup creamysmooth mouthfeel savory herbaceous chocolaty finish three part milk savory note usurp sweet inviting aloewood oregano note supported dark chocolate lychee undertone,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.7845}",0.7845,0.89225,9.03025
Paradise Roasters,evaluated espresso brightly fruittoned deeply chocolaty savory undertone rambutan sandalwood kumquat dark chocolate freesia aroma small cup crisp satiny mouthfeel especially long flavorladen finish three part milk sandalwood note frame dark chocolate tropical fruit throughlines,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.4404}",0.4404,0.7202,7.4818
PT's Coffee Roasting Co.,evaluated espresso winey musky richly chocolaty dark chocolate red wine barrel musk black sage toasted walnut aroma small cup,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404,0.7202,7.4818
GK Coffee,evaluated espresso extremely sweet intentionally fermenty winelike aroma red wine salted caramel gardenia pomelo hazelnut brittle aroma small cup plush syrupy mouthfeel crisply nuttoned caramelly finish milk coffee dessertlike impossibly deep sweetness,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.7574}",0.7574,0.8787,8.9083
Kakalove Cafe,evaluated espresso balanced deep richly floral fruittoned hyacinth mulberry cocoa nib almond butter lemonthyme aroma small cup crisp syrupy mouthfeel berrydriven nutty finish harmonious integrated cappuccinoscaled milk berry floral note dancing top,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.7717}",0.7717,0.88585,8.97265
Simon Hsieh Aroma Roast Coffees,evaluated espresso decadently floraltoned fruit underpinnings plumeria black cherry chocolate fudge dark caramel singed cedar aroma small cup creamysmooth mouthfeel crisply chocolaty distinctly floral finish,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,5.5
Barrington Coffee Roasting,evaluated espresso complex richly tart sweetly herbaceous watermelon candy sassafras star jasmine dark chocolate hint eucalyptus aroma small cup viscous syrupy mouthfeel crisp sweetly herbal finish cappuccino format balanced bright deep juicy chocolaty,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.9001}",0.9001,0.9500500000000001,9.550450000000001
Felala Coffee Lab,evaluated espresso juicy richly aromatic sweetly tart dark chocolate pomegranate sandalwood lilac blood orange zest aroma small cup syrupysmooth mouthfeel long flavorsaturated finish hightoned chocolaty three part milk supported elegant floral rich aromatic wood note,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.9325}",0.9325,0.96625,9.696250000000001
Hula Daddy Kona Coffee,evaluated espresso richly chocolaty sweetly nutty subtly fruity nutella dried red currant magnolia pink grapefruit zest rosewood aroma small cup crisp syrupy mouthfeel dessertlike finish center around note nutella magnolia three part milk plush flavorsaturated lingering,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.7184}",0.7184,0.8592,8.7328
modcup coffee,richly sweetsavory fruitforward juicy dried pineapple dark chocolate wine barrel magnolia hop flower aroma cup richly sweetsavory structure hightoned acidity plush viscous mouthfeel fruitdriven finish complicated note wine barrel magnolia,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.7003}",0.7003,0.85015,8.65135
PT's Coffee Roasting Co.,juicy balanced bright bing cherry wisteria cocoa nib blood orange marjoram aroma cup sweetly tart citrusy acidity plush syrupy mouthfeel crisply sweet finish center around note cherry cocoa nib,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.8402}",0.8402,0.9200999999999999,9.280899999999999
Paradise Roasters,fruitforward elegantly bright lychee passionfruit cashew butter sandalwood bergamot aroma cup sweetly tart vibrant acidity crisp syrupy mouthfeel fruittoned finish undertone cashew butter sandalwood,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.9062}",0.9062,0.9531000000000001,9.5779
Merge Coffee Company,delicate richly aromatic floraltoned narcissus apricot almond meyer lemon zest freshcut oak aroma cup sweetly tart structure juicybright acidity vibrantly silky mouthfeel long finish center around note narcissus almond,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.7351}",0.7351,0.86755,8.80795
Merge Coffee Company,crisply sweet deeply spicetoned cinnamon date raspberry baking chocolate amber aroma cup sweet structure gently brisk acidity full satinysmooth mouthfeel finish consolidates note date cinnamon undertone amber,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.8625}",0.8625,0.93125,9.38125
Roadmap CoffeeWorks,balanced vibrant complex mulberry dark chocolate mustard seed star jasmine sandalwood aroma cup juicybright structure vibrant phosphoric acidity full syrupy mouthfeel long flavorsaturated finish,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.7783}",0.7783,0.88915,9.00235
Roadmap CoffeeWorks,sweetly tart juicy vibrant pink grapefruit nectarine cocoa nib lavender cedar aroma cup hightoned structure sweet lively acidity full syrupy mouthfeel resonant finish consolidates note cocoatoned fruit supported cedar,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.9287}",0.9287,0.96435,9.67915
Roadmap CoffeeWorks,crisply sweet fruitforward blueberry baking chocolate freshcut fir cashew magnolia aroma cup sweettoned gentle acidity delicate satiny mouthfeel quiet finish center around note blueberry fir,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.7269}",0.7269,0.86345,8.77105
Mostra Coffee,hightoned delicate confident starjasmine cocoa nib blood orange black sage sandalwood aroma cup sweettoned structure poised elegantly bright acidity smooth silky mouthfeel sandalwood note contribute resonance floraltoned finish,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.8807}",0.8807,0.94035,9.46315
Buon Caffe,sweettoned richly aromatic red currant honey narcissus cedar lavender aroma cup sweetly tart bright juicy acidity syrupysmooth mouthfeel short finish consolidates note red currant honey carrying far long,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.836}",0.836,0.9179999999999999,9.261999999999999
Mostra Coffee,sweetly pungent savory undertone lychee marjoram cocoa nib freesialike flower roasted almond aroma cup crisply sweet structure juicy acidity smooth satiny mouthfeel nutty sweetly herbaceous finish,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8481}",0.8481,0.92405,9.31645
Mostra Coffee,fruittoned sweetly herbaceous goji berry lemon verbena cedar baking chocolate malt aroma cup sweettoned gentle acidity full syrupy mouthfeel quietly chocolaty finish citrus undertone,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.7184}",0.7184,0.8592,8.7328
Buon Caffe,hightoned floral nectarine lilac cocoa nib pistachio brittle cedar aroma cup sweet structure bright juicy acidity silkysmooth mouthfeel cocoatoned finish complicated hint lilac cedar,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
Buon Caffe,crisply sweet inviting caramel pear baking chocolate fir mustard flower aroma cup sweetsavory structure gentle acidity satiny mouthfeel note caramel pear lead finish undertone baking chocolate,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.802}",0.802,0.901,9.109
Jackrabbit Java,sweettoned delicate deep dark chocolate lychee lemon verbena maple syrup hazelnut aroma cup brightly sweet structure juicy balanced acidity plush syrupy mouthfeel finish center around note chocolate maple syrup,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.6908}",0.6908,0.8453999999999999,8.6086
Equator Coffees,elegant delicate richtoned mango cocoa nib marjoram lavender cane sugar aroma cup sweetly tart structure bright juicy acidity full syrupy mouthfeel pretty finish lead lavender cocoa nib,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.91}",0.91,0.9550000000000001,9.595
Coffee Hound,deeply sweetsavory dark chocolate fresh humus yellow plum cashew oak aroma cup sweet structure brisk acidity silky lightly viscous mouthfeel finish consolidates earthy chocolate nut,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
Jackrabbit Java,balanced deeply sweet dark chocolate honeysuckle date orange zest cedar aroma cup sweettoned bright vibrant acidity crisp velvety mouthfeel chocolaty finish undertone orange zest,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8622}",0.8622,0.9311,9.379900000000001
Jackrabbit Java,gently sweettart fruittoned goji berry amber grapefruit zest agave syrup cedar aroma cup crisply sweet structure tartleaning acidity full satiny mouthfeel finish lead note sweet goji berry backed perfumy amber note,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.8442}",0.8442,0.9220999999999999,9.2989
Jackrabbit Java,crisply chocolaty deeptoned baking chocolate almond lily candy apple fir aroma cup sweet structure gently round acidity full crisply syrupy mouthfeel gently drying quite chocolaty finish,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.8402}",0.8402,0.9200999999999999,9.280899999999999
Coffee Hound,chocolaty nuttoned chocolate fudge raisin gently scorched cedar gardenia grapefruit zest aroma cup bittersweet structure round acidity lightly syrupy mouthfeel gently drying woodframed finish,"{'neg': 0.046, 'neu': 0.742, 'pos': 0.212, 'compound': 0.6908}",0.6908,0.8453999999999999,8.6086
Jaunt Coffee Roasters,balanced sweetly savory wisteria black currant lime zest tamarind cedar aroma cup sweetsavory structure bight juicy acidity full syrupysmooth mouthfeel finish lead note tamarind supported lime zest cedar,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6597}",0.6597,0.82985,8.46865
Handlebar Coffee,balanced deeply sweet richtoned butterscotch hazelnut dark chocolate apricot freesialike flower aroma cup invitingly bittersweet structure brisk acidity satiny mouthfeel finish center around note butterscotch hazelnut,"{'neg': 0.045, 'neu': 0.788, 'pos': 0.168, 'compound': 0.5563}",0.5563,0.77815,8.003350000000001
Regent Coffee,bright vibrantly sweet wild honey dried plum cocoa nib pink grapefruit zest lilac aroma cup sweet structure crisply bright acidity velvetysmooth mouthfeel cocoatoned finish undertone wild honey pink grapefruit zest,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8957}",0.8957,0.9478500000000001,9.530650000000001
The Reverse Orangutan,vibrantly fruittoned intensely sweettart mango cocoa nib agave syrup lemon thyme magnolia aroma cup sweettart structure perky acidity plush syrupy mouthfeel crisp fruitforward finish undertone agave syrup lemon thyme,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,5.5
Espresso Republic,fruitcentered sweetly herbaceous bing cherry marjoram honeysuckle salted caramel freshcut oak aroma cup sweetly tart brisk acidity full syrupysmooth mouthfeel crisply sweet finish consolidates around note honeysuckle oak,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.8689}",0.8689,0.93445,9.41005
Branch Street Coffee Roasters,deeply richly sweet chocolaty dried blueberry chocolate fudge gardenia cedar hazelnut aroma cup sweettoned structure round fruity acidity full creamy mouthfeel,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.7559}",0.7559,0.87795,8.90155
Barrington Coffee Roasting Co.,delicately fruittoned sweetly herbaceous passion fruit lemon balm cocoa nib narcissus sandalwood aroma cup bright balanced structure sweet malic acidity full syrupysmooth mouthfeel finish consolidates note cocoa nib lemon balm,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.9186}",0.9186,0.9593,9.633700000000001
Madness Roastworks,evaluated espresso crisply sweet deeptoned salted caramel plum grapefruit zest freshcut oak lily aroma small cup sweet structure juicybright acidity full satiny mouthfeel finish lead note caramel grapefruit zest complex deep three part milk lingering note florals salted caramel,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.7184}",0.7184,0.8592,8.7328
Madness Roastworks,evaluated espresso crisply sweet fruittoned goji berry cocoa powder cashew orange zest cedar aroma small cup sweettoned structure gentle acidity satinysmooth mouthfeel nut cocoatoned finish chocolatetoned citrusy three part milk,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
Madness Roastworks,evaluated espresso floraltoned gently spicy freesia baking chocolate candied walnut freshcut cedar agave syrup aroma small cup crisply sweet structure brisk acidity lightly satiny mouthfeel bittersweet finish note freesia candied walnut crisply chocolaty cappuccinoscaled milk,"{'neg': 0.032, 'neu': 0.713, 'pos': 0.256, 'compound': 0.7964}",0.7964,0.8982,9.0838
PT's Coffee Roasting Co.,fruity spicetoned sweetly fermenty cherry liqueur tiramisu gardenia tangerine zest sage aroma cup richly sweet structure winey acidity plush creamy mouthfeel resonant finish driven note cherry liqueur gardenia undertone sage,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.8402}",0.8402,0.9200999999999999,9.280899999999999
GK Coffee,elegantly bright richly sweet apricot bergamot cocoa nib sandalwood star jasmine aroma cup balanced structure hightoned acidity silky viscous mouthfeel long lingering finish center around note cocoa nib apricot shimmer star jasmine,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.8934}",0.8934,0.9467,9.5203
Difference Coffee,evaluated espresso produced “ ristretto ” 25ml 85ounce shot using nespresso capsule espresso brewer whole milk heated using conventional steam wand crisply sweet floraltoned lilac plum almond cocoa nib lemon verbena aroma small cup silkysmooth mouthfeel crisp finish note cocoa nib lemon verbena cappuccino format cocoa note elevated sweet herb note provide bright ballast,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.836}",0.836,0.9179999999999999,9.261999999999999
