name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,cleaned_desc_1,sentiment_score,label,roberta_sentiment_score,predicted_labels
Kenya Gichathaini,Roadmap CoffeeWorks,Medium_Light,United States,Mathira West District,Nyeri Growing Region,7.33,95,2021-10-01,"High-toned, juicy, complex. Red currant, toffee, grapefruit marmalade, star jasmine, sandalwood in aroma and cup. Sweetly tart with richly vibrant, balanced acidity; very full, syrupy-smooth mouthfeel. The resonant, lingering finish carries forward the multi-layered nuance of the cup.",hightoned juicy complex red currant toffee grapefruit marmalade star jasmine sandalwood aroma cup sweetly tart richly vibrant balanced acidity full syrupysmooth mouthfeel resonant lingering finish carry forward multilayered nuance cup,0.8555,1,0.9424954,1
SGG Ethiopia Sidamo G2,Mr. Chao Coffee,Medium_Light,Taiwan,Guji Zone,Oromia Region,3.52,91,2021-10-01,"Sweetly herbaceous, cocoa-driven. Cocoa nib, lemon-thyme, pink grapefruit zest, caramel, cedar in aroma and cup. Sweetly savory with brisk acidity; delicate, silky mouthfeel. T",sweetly herbaceous cocoadriven cocoa nib lemonthyme pink grapefruit zest caramel cedar aroma cup sweetly savory brisk acidity delicate silky mouthfeel,0.7906,1,0.9425309,1
Elida Estate Dragonfly Catuai Lot 13,Dragonfly Coffee Roasters,Medium_Light,United States,Boquete Growing Region,Western Panama,6.61,94,2021-10-01,"Crisply sweet-tart, richly wood-framed. Rhododendron, blueberry, rum barrel, chocolate fudge, pecan praline in aroma and cup. Brightly sweet structure with winy acidity; viscous, satiny mouthfeel. Crisp, drying finish that leads with notes of oak barrel and deep chocolate.",crisply sweettart richly woodframed rhododendron blueberry rum barrel chocolate fudge pecan praline aroma cup brightly sweet structure winy acidity viscous satiny mouthfeel crisp drying finish lead note oak barrel deep chocolate,0.8126,1,0.9425174,1
Ethiopia Kochere Hama Jet Washing Station,Coffee Please,Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,5.64,94,2021-10-01,"Complex, richly sweet. Nectarine, lime zest, cocoa nib, nougat, lilac in aroma and cup. Sweet-tart structure with juicy, balanced acidity; delicate, silky mouthfeel. The finish consolidates to notes of cocoa nib and lime zest.",complex richly sweet nectarine lime zest cocoa nib nougat lilac aroma cup sweettart structure juicy balanced acidity delicate silky mouthfeel finish consolidates note cocoa nib lime zest,0.7269,1,0.9425305,1
Banko Gotiti Natural,JBC Coffee Roasters,Medium_Light,United States,Kochere,Yirgacheffe Growing Region,5.88,93,2021-10-01,"Intensely fruit-driven, richly sweet-tart. Raspberry jam, maple syrup, cocoa nib, fresh-cut fir, jasmine in aroma and cup. Sweet-toned structure with gently tart acidity; plush, syrupy mouthfeel. Fruit-toned finish with undertones of maple syrup and fir.",intensely fruitdriven richly sweettart raspberry jam maple syrup cocoa nib freshcut fir jasmine aroma cup sweettoned structure gently tart acidity plush syrupy mouthfeel fruittoned finish undertone maple syrup fir,0.7334,1,0.9425217,1
Elida Estate ASD Natural Catuai 15,Dragonfly Coffee Roasters,Medium_Light,United States,Boquete Growing Region,Western Panama,8.82,94,2021-10-01,"Intensely aromatic, richly fruit-driven. Dark chocolate, fermented pomegranate juice, gardenia, sassafras, Meyer lemon zest in aroma and cup. Sweet-savory structure with richly bittersweet, juicy acidity; syrupy-smooth mouthfeel. Chocolaty and floral in the finish with a deliberate hint of ferment.",intensely aromatic richly fruitdriven dark chocolate fermented pomegranate juice gardenia sassafras meyer lemon zest aroma cup sweetsavory structure richly bittersweet juicy acidity syrupysmooth mouthfeel chocolaty floral finish deliberate hint ferment,0.7233,1,0.9425516,1
Ethiopia Guji Sakicha JH144,Coffee Please,Medium_Light,Taiwan,Guji Zone,Oromia Region,12.52,93,2021-10-01,"Sweetly fruit-driven, richly aromatic. Lychee, hop flowers, cocoa nib, thyme, agave syrup in aroma and cup. Sweet-savory structure with bittersweet acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of lychee and hop flowers with cocoa undertones.",sweetly fruitdriven richly aromatic lychee hop flower cocoa nib thyme agave syrup aroma cup sweetsavory structure bittersweet acidity full syrupysmooth mouthfeel finish center around note lychee hop flower cocoa undertone,0.6908,1,0.9425242,1
Indonesian Island Blend,Mystic Monk Coffee,Medium,United States,Java,Flores And Sumatra,4.41,92,2021-10-01,"Earthy-rich, deep-toned. The odor of oak forest, dark chocolate, hazelnut butter, magnolia, orange zest in aroma and cup. Richly bittersweet structure with brisk acidity; plush, creamy mouthfeel. The sweet finish centers around notes of dark chocolate and aromatic oak.",earthyrich deeptoned odor oak forest dark chocolate hazelnut butter magnolia orange zest aroma cup richly bittersweet structure brisk acidity plush creamy mouthfeel sweet finish center around note dark chocolate aromatic oak,0.7351,1,0.9425248,1
FTO Ethiopian,Mystic Monk Coffee,Medium_Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,4.1,92,2021-10-01,"Deep-toned, sweet, chocolaty. Baking chocolate, golden raisin, molasses, baking spices, fresh-cut cedar in aroma and cup. Sweet structure with gentle, round acidity; very full, velvety mouthfeel. Crisply sweet, chocolaty finish.",deeptoned sweet chocolaty baking chocolate golden raisin molasses baking spice freshcut cedar aroma cup sweet structure gentle round acidity full velvety mouthfeel crisply sweet chocolaty finish,0.8979,1,0.9425453,1
Costa Rica La Rejolla Washed Geisha,Willoughby's Coffee & Tea,Medium_Light,United States,Lourdes De Naranjo,West Valley,11.02,94,2021-11-01,"Richly aromatic, floral-toned. Orange blossom, baking chocolate, vanilla bean, apricot, the scent of oak forest in aroma and cup. Crisply sweet structure with floral acidity; very smooth, full mouthfeel. The chocolaty finish is supported by notes of orange blossom and vanilla bean.",richly aromatic floraltoned orange blossom baking chocolate vanilla bean apricot scent oak forest aroma cup crisply sweet structure floral acidity smooth full mouthfeel chocolaty finish supported note orange blossom vanilla bean,0.802,1,0.94252485,1
Bekele Heto Natural Ethiopia,JBC Coffee Roasters,Medium_Light,United States,Worka-Sakaro,Gedeb District,5.58,95,2021-11-01,"Cleanly fruit-toned, juicy, deep. Raspberry coulis, cocoa nib, lavender, hazelnut, fresh-cut oak in aroma and cup. High-toned, sweetly tart structure with juicy-vibrant acidity; plush, syrupy mouthfeel. Rich, inviting, flavor-saturated finish.",cleanly fruittoned juicy deep raspberry coulis cocoa nib lavender hazelnut freshcut oak aroma cup hightoned sweetly tart structure juicyvibrant acidity plush syrupy mouthfeel rich inviting flavorsaturated finish,0.8402,1,0.9425291,1
El Salvador El Matazano Pacamara,Bird Rock Coffee Roasters,Medium_Light,United States,Chalatenango Department,El Salvador,6.17,95,2021-11-01," Deeply sweet-savory, complex, layered. Asian pear, rhododendron, pomelo, Nutella, candied walnut in aroma and cup. Richly bittersweet structure with gently bright acidity; plush, syrupy-smooth mouthfeel. Resonant, long, flavor-laden finish.",deeply sweetsavory complex layered asian pear rhododendron pomelo nutella candied walnut aroma cup richly bittersweet structure gently bright acidity plush syrupysmooth mouthfeel resonant long flavorladen finish,0.8176,1,0.94252264,1
Ethiopia Guji Mormora Organic Natural,RamsHead Coffee Roasters,Light,United States,Guji Zone,Southern Ethiopia,5.57,94,2021-11-01,"Crisply sweet-tart, cocoa-toned. Narcissus, cocoa nib, raspberry, tangerine zest, white peppercorn in aroma and cup. Sweet-tart structure with gently bright acidity; delicate, very silky mouthfeel. The cocoa-toned finish is supported by undertones of tangerine zest and white peppercorn. ",crisply sweettart cocoatoned narcissus cocoa nib raspberry tangerine zest white peppercorn aroma cup sweettart structure gently bright acidity delicate silky mouthfeel cocoatoned finish supported undertone tangerine zest white peppercorn,0.8126,1,0.94251424,1
Chelbesa Ethiopia,JBC Coffee Roasters,Medium_Light,United States,Chelchele,Gedeb District,7.94,95,2021-11-01,"High-toned, richly sweet-tart. Mango, cocoa nib, lemongrass, cedar, narcissus in aroma and cup. Balanced, sweetly tart structure with lively acidity; syrupy-smooth mouthfeel. The long, sweetly herb-toned finish leads with lemongrass notes with undertones of crisp cocoa nib.",hightoned richly sweettart mango cocoa nib lemongrass cedar narcissus aroma cup balanced sweetly tart structure lively acidity syrupysmooth mouthfeel long sweetly herbtoned finish lead lemongrass note undertone crisp cocoa nib,0.9001,1,0.94254166,1
Colombia La Riviera Sudan Rume,RamsHead Coffee Roasters,Medium_Light,United States,Risaralda,Caldas Department,10.57,94,2021-11-01,"Delicate, complex, rich-toned. Cocoa nib, persimmon, caramel, cardamom, fresh-cut cedar in aroma and cup. Sweet-savory structure with balanced, bright acidity; lithe, satiny mouthfeel. Cocoa-toned finish with undercurrents of caramel and cardamom. ",delicate complex richtoned cocoa nib persimmon caramel cardamom freshcut cedar aroma cup sweetsavory structure balanced bright acidity lithe satiny mouthfeel cocoatoned finish undercurrent caramel cardamom,0.4767,1,0.94251895,1
Alaka Ethiopia,JBC Coffee Roasters,Medium_Light,United States,Hambela Wamena,Guji Zone,5.29,94,2021-11-01,"Crisply sweet-tart, balanced. Pear, almond butter, magnolia, baking chocolate, molasses in aroma and cup. Brightly sweet-tart structure with lively acidity; crisp, satiny mouthfeel. Finish consolidates to notes of almond, pear and baking chocolate.",crisply sweettart balanced pear almond butter magnolia baking chocolate molasses aroma cup brightly sweettart structure lively acidity crisp satiny mouthfeel finish consolidates note almond pear baking chocolate,0.6597,1,0.94253,1
Kona Liberica Champagne Natural,Paradise Roasters,Medium_Light,United States,Kona,Big Island Of Hawai’I,44.09,93,2021-11-01,"Subtly complex, rich-toned. Goji berry, cocoa nib, agave nectar, hibiscus, lemon-thyme in aroma and cup. Bright, bittersweet structure with brisk acidity; very full, satiny-smooth mouthfeel. The resonant finish centers around notes of goji berry and lemon-thyme.",subtly complex richtoned goji berry cocoa nib agave nectar hibiscus lemonthyme aroma cup bright bittersweet structure brisk acidity full satinysmooth mouthfeel resonant finish center around note goji berry lemonthyme,0.4939,1,0.9425172,1
Ethiopia Guji Uraga Tebe Burka Natural G1,Samlin Coffee,Light,Taiwan,Guji Zone,Oromia Region,7.04,94,2021-11-01,"Deeply sweet, fruit-toned, vibrant. Persimmon, dark chocolate, marshmallow, pistachio, pink grapefruit zest in aroma and cup. Sweet structure with bright, juicy acidity; full, creamy-smooth mouthfeel. The cleanly fruit-toned finish is supported by notes of pistachio and dark chocolate.",deeply sweet fruittoned vibrant persimmon dark chocolate marshmallow pistachio pink grapefruit zest aroma cup sweet structure bright juicy acidity full creamysmooth mouthfeel cleanly fruittoned finish supported note pistachio dark chocolate,0.9377,1,0.94253,1
El Triunfo Mexico,JBC Coffee Roasters,Medium_Light,United States,Sierra Madre,Chiapas,4.7,93,2021-11-01,"Chocolaty and juicy-bright. Oreo cookie, pomegranate, freesia, maple syrup, tangerine zest in aroma and cup. Sweet structure with high-toned acidity; crisp, velvety mouthfeel. Chocolaty finish with undertones of freesia and maple syrup. ",chocolaty juicybright oreo cookie pomegranate freesia maple syrup tangerine zest aroma cup sweet structure hightoned acidity crisp velvety mouthfeel chocolaty finish undertone freesia maple syrup,0.5859,1,0.94255334,1
Fruity Espresso Blend,Chu Bei,Medium_Light,China,Ethiopia,Lincong,3.51,93,2021-11-01,"Evaluated as espresso. Blueberry, Nutella, narcissus, cedar, brown sugar in aroma and small cup. Full, syrupy mouthfeel; fruit-toned finish with Nutella and cedar undertones. Rich and deep in three parts milk with notes of Nutella and narcissus throughout. ",evaluated espresso blueberry nutella narcissus cedar brown sugar aroma small cup full syrupy mouthfeel fruittoned finish nutella cedar undertone rich deep three part milk note nutella narcissus throughout,0.5574,1,0.94249225,1
Fruity Espresso Blend,Chu Bei,Medium_Light,China,Ethiopia,Lincong,17.2,93,2021-11-01,"Evaluated as espresso. Blueberry, Nutella, narcissus, cedar, brown sugar in aroma and small cup. Full, syrupy mouthfeel; fruit-toned finish with Nutella and cedar undertones. Rich and deep in three parts milk with notes of Nutella and narcissus throughout. ",evaluated espresso blueberry nutella narcissus cedar brown sugar aroma small cup full syrupy mouthfeel fruittoned finish nutella cedar undertone rich deep three part milk note nutella narcissus throughout,0.5574,1,0.94249225,1
Out of Africa Blend,RamsHead Coffee Roasters,Medium_Light,United States,Kenya,Ethiopia,5.28,92,2021-11-01,"Richly fruit-toned with savory undercurrents. Blueberry, molasses, hop flowers, baking chocolate, lemon-thyme in aroma and cup. Appealingly bittersweet structure with gentle, round acidity; crisp, lightly satiny mouthfeel. Berry-toned finish with notes of molasses and lemon-thyme.",richly fruittoned savory undercurrent blueberry molasses hop flower baking chocolate lemonthyme aroma cup appealingly bittersweet structure gentle round acidity crisp lightly satiny mouthfeel berrytoned finish note molasses lemonthyme,0.6705,1,0.94253695,1
Sweet Kenya J36 Espresso,Green Stone Coffee,Medium_Light,Taiwan,Nyeri Growing Region,South-Central Kenya,10.67,95,2021-11-01,"Evaluated as espresso. Complex, vibrant, richly nuanced. Toffee, pomegranate, dark chocolate, star jasmine, marjoram in aroma and small cup. Very viscous, syrupy-smooth mouthfeel; resonant, long, flavor-saturated finish. Integrated and harmonious in three parts milk, with pomegranate and dark chocolate framing deep suggestions of star jasmine.",evaluated espresso complex vibrant richly nuanced toffee pomegranate dark chocolate star jasmine marjoram aroma small cup viscous syrupysmooth mouthfeel resonant long flavorsaturated finish integrated harmonious three part milk pomegranate dark chocolate framing deep suggestion star jasmine,0.8519,1,0.9425105,1
Winter Wonder Blend,Baba Java Coffee,Medium,United States,Brazil,Honduras,4.41,91,2021-10-01,"Gently fruit-forward, sweetly nut-toned. Dried persimmon, baking chocolate, lily, cashew, molasses in aroma and cup. Sweet-toned structure with gentle, round acidity; smooth, satiny mouthfeel. Nut-toned finish with hints of persimmon and lily.",gently fruitforward sweetly nuttoned dried persimmon baking chocolate lily cashew molasses aroma cup sweettoned structure gentle round acidity smooth satiny mouthfeel nuttoned finish hint persimmon lily,0.8402,1,0.9425107,1
Guatemala El Injerto Natural Legendary Gesha 7,Kakalove Cafe,Light,Taiwan,La Libertad,Huehuetenango Department,16.99,95,2021-10-01,"Balanced, complex, classic. Red plum, Nutella, lavender, lemon verbena, fresh-cut cedar in aroma and cup. Gently sweet-tart structure with high-toned acidity; full, viscous mouthfeel. All the flavor notes from the cup, especially red plum and Nutella, carry into a harmonious, integrated finish. ",balanced complex classic red plum nutella lavender lemon verbena freshcut cedar aroma cup gently sweettart structure hightoned acidity full viscous mouthfeel flavor note cup especially red plum nutella carry harmonious integrated finish,0.7184,1,0.9425219,1
Guatemala Finca El General SummerEnd Espresso,Kakalove Cafe,Medium_Light,Taiwan,Acatenango Growing Region,Guatemala,3.19,94,2021-10-01,"Evaluated as espresso. Deeply sweet, harmoniously balanced. Pomegranate syrup, almond butter, cedar, dark chocolate, plumeria in aroma and small cup. Full, satiny-smooth mouthfeel; chocolaty, floral-toned finish. Plumeria notes predominate in cappuccino-scaled milk, with undertones of dark chocolate and almond butter.",evaluated espresso deeply sweet harmoniously balanced pomegranate syrup almond butter cedar dark chocolate plumeria aroma small cup full satinysmooth mouthfeel chocolaty floraltoned finish plumeria note predominate cappuccinoscaled milk undertone dark chocolate almond butter,0.7559,1,0.9425428,1
Ethiopia Natural Yirgacheffe Adado Feysa Dira,Kakalove Cafe,Medium_Light,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,3.96,94,2021-10-01,"Richly sweet-tart, fruit-forward. Dried strawberry, dark chocolate, almond brittle, lemon thyme, cedar in aroma and cup. Brightly sweet with juicy acidity; creamy-smooth mouthfeel. Resonant finish, flavor-laden well into the long.",richly sweettart fruitforward dried strawberry dark chocolate almond brittle lemon thyme cedar aroma cup brightly sweet juicy acidity creamysmooth mouthfeel resonant finish flavorladen well long,0.8591,1,0.9425359,1
Laura’s Reserve SL34,Hula Daddy Kona Coffee,Medium_Light,Hawai'i,Holualoa,North Kona Growing District,27.76,96,2021-11-01,"Harmoniously balanced, deep-toned, bright. Nectarine, cocoa nib, pink grapefruit zest, star jasmine, marjoram in aroma and cup. Richly sweet-savory structure with malic, apple-toned acidity; plush, syrupy-smooth mouthfeel. The satisfying finish carries over all the flavor notes from the cup. ",harmoniously balanced deeptoned bright nectarine cocoa nib pink grapefruit zest star jasmine marjoram aroma cup richly sweetsavory structure malic appletoned acidity plush syrupysmooth mouthfeel satisfying finish carry flavor note cup,0.8934,1,0.9425259,1
Ethiopia Tamiru Tadesse Natural,Genesis Coffee Lab,Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,23.37,95,2021-11-01,"Crisply sweet, gently tart. Red plum, dark chocolate, freesia-like flowers, cedar, honey in aroma and cup. Brightly sweet structure with crisp, lively acidity; viscous, satiny mouthfeel. The finish centers around notes of red plum and dark chocolate.",crisply sweet gently tart red plum dark chocolate freesialike flower cedar honey aroma cup brightly sweet structure crisp lively acidity viscous satiny mouthfeel finish center around note red plum dark chocolate,0.9246,1,0.9425422,1
Puna Arakawa Estate Lactic Natural,Paradise Roasters,Medium_Light,United States,Kurtistown,Puna,26.46,95,2021-11-01,"Deeply floral, richly spice-toned. Passionfruit, wild honey, cocoa nib, spiced rum, narcissus in aroma and cup. Sweetly savory structure with balanced, high-toned acidity; crisply satiny mouthfeel. Floral and fruit-forward finish with crisp cocoa undertones.",deeply floral richly spicetoned passionfruit wild honey cocoa nib spiced rum narcissus aroma cup sweetly savory structure balanced hightoned acidity crisply satiny mouthfeel floral fruitforward finish crisp cocoa undertone,0.7414,1,0.9425191,1
100% Kona Bourbon Pointu Laurina,Hula Daddy Kona Coffee,Medium_Light,Hawai'i,Holualoa,North Kona Growing District,27.76,95,2021-11-01,"Richly aromatic, deeply sweet. Dark chocolate, blackberry, honeysuckle, fresh-cut oak, lemon balm in aroma and cup. Sweet-toned structure with lively acidity; delicately satiny mouthfeel. Rich chocolate and fresh blackberry notes dominate in a flavor-saturated finish.",richly aromatic deeply sweet dark chocolate blackberry honeysuckle freshcut oak lemon balm aroma cup sweettoned structure lively acidity delicately satiny mouthfeel rich chocolate fresh blackberry note dominate flavorsaturated finish,0.9381,1,0.94253004,1
Colombia Planadas Tolima,Jaunt Coffee Roasters,Light,United States,Tolima Department,Colombia,6.76,93,2021-11-01,"Crisply sweet-savory, deep-toned. Concord grape, baking spices, dark chocolate, tea rose, the scent of balsa wood in aroma and cup. Sweet structure with brisk acidity; very full, viscous mouthfeel. Crisp, sweetly wood-framed finish with undertones of baking spices.",crisply sweetsavory deeptoned concord grape baking spice dark chocolate tea rose scent balsa wood aroma cup sweet structure brisk acidity full viscous mouthfeel crisp sweetly woodframed finish undertone baking spice,0.7717,1,0.9425286,1
Colombia Java El Eden,Durango Coffee Company,Medium_Light,United States,Tolima Department,Colombia,5.86,94,2021-11-01,"Bright, citrusy, floral-toned. Pink grapefruit zest, lemon thyme, baking chocolate, date, lilac in aroma and cup. Crisply sweet structure with balanced acidity; very smooth, satiny mouthfeel. Citrusy finish with undertones of baking chocolate.",bright citrusy floraltoned pink grapefruit zest lemon thyme baking chocolate date lilac aroma cup crisply sweet structure balanced acidity smooth satiny mouthfeel citrusy finish undertone baking chocolate,0.7096,1,0.9425376,1
Ethiopia Shantawene Natural,Nostalgia Coffee Roasters,Medium_Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,6.47,95,2021-11-01,"Juicy, fruit-toned, bright and lively. Raspberry jam, dark chocolate, hop flowers, thyme, wild honey in aroma and cup. Richly bittersweet in structure, balanced with juicy acidity; very smooth, syrupy mouthfeel. The finish centers around notes of raspberry and dark chocolate supported by richly bittersweet hop flowers.",juicy fruittoned bright lively raspberry jam dark chocolate hop flower thyme wild honey aroma cup richly bittersweet structure balanced juicy acidity smooth syrupy mouthfeel finish center around note raspberry dark chocolate supported richly bittersweet hop flower,0.9062,1,0.9425058,1
Ethiopia Buno Dambi Uddo,Jaunt Coffee Roasters,Light,United States,Odo Shakiso District,Western Guji,7.35,94,2021-11-01,"Richly aromatic, sweet-tart. Watermelon candy, dark chocolate, freesia and hop flowers, cedar in aroma and cup. Sweetly tart structure with gently bright acidity; plush, syrupy mouthfeel. The tart-leaning finish consolidates to notes of watermelon candy and hop flowers.",richly aromatic sweettart watermelon candy dark chocolate freesia hop flower cedar aroma cup sweetly tart structure gently bright acidity plush syrupy mouthfeel tartleaning finish consolidates note watermelon candy hop flower,0.9062,1,0.9424805,1
Magnolia Blend Espresso,Magnolia Coffee,Medium_Light,United States,Papua New Guinea,Costa Rica,4.7,93,2021-11-01,"Evaluated as espresso. Sweet-toned, chocolaty and floral. Dark chocolate, pomegranate, freesia-like flowers, cedar, caramel in aroma and cup. Satiny-smooth mouthfeel; chocolaty, caramel-toned finish. In three parts milk, dessert-like in its chocolaty sweetness and floral undertones.",evaluated espresso sweettoned chocolaty floral dark chocolate pomegranate freesialike flower cedar caramel aroma cup satinysmooth mouthfeel chocolaty carameltoned finish three part milk dessertlike chocolaty sweetness floral undertone,0.4939,1,0.94255567,1
Ethiopia Worka Sakaro Anaerobic Natural,Red Rock Roasters,Medium,United States,Gedeb District,Gedeo Zone,4.7,94,2021-11-01,"Richly bittersweet, citrus-toned. Bergamot, dark chocolate, narcissus, cedar, molasses in aroma and cup. Bittersweet structure with vibrant acidity; plush, syrupy mouthfeel. The finish centers around notes of dark chocolate and bergamot.",richly bittersweet citrustoned bergamot dark chocolate narcissus cedar molasses aroma cup bittersweet structure vibrant acidity plush syrupy mouthfeel finish center around note dark chocolate bergamot,0.6908,1,0.9425246,1
Ethiopia Durato Bombe Natural,Oceana Coffee,Light,United States,Bombe Mountains,Sidama Region,6.47,94,2021-11-01,"Richly fruit-forward, chocolaty. Dried persimmon, chocolate fudge, almond brittle, cedar in aroma and cup. Sweet-savory structure with winy acidity; plush, syrupy mouthfeel. The rich-toned finish consolidates to dried persimmon, chocolate fudge, and cedar.",richly fruitforward chocolaty dried persimmon chocolate fudge almond brittle cedar aroma cup sweetsavory structure winy acidity plush syrupy mouthfeel richtoned finish consolidates dried persimmon chocolate fudge cedar,0.4404,1,0.9425318,1
SÖT Coffee Roaster Colombia Wush Wush Dynamic Natural,SOT Coffee Roaster,Light,Japan,San Augustín,Huila Department,12.1,96,2021-11-01,"Savory-sweet, intensely aromatic and flavor-saturated. Dried red plum, amber, teriyaki sauce, cocoa nib, pink peppercorn in aroma and cup. Savory-tart structure with fruit-toned, focused acidity; rich, syrupy mouthfeel. The crisp finish consolidates to notes of teriyaki and cocoa nib.",savorysweet intensely aromatic flavorsaturated dried red plum amber teriyaki sauce cocoa nib pink peppercorn aroma cup savorytart structure fruittoned focused acidity rich syrupy mouthfeel crisp finish consolidates note teriyaki cocoa nib,0.7351,1,0.9425286,1
Colombia Trujillo Experimental Process,Nostalgia Coffee Roasters,Medium_Light,United States,Santa Barbara,Antioquia Department,7.35,94,2021-11-01,"Citrus- and chocolate-toned. Candied mandarin, dark chocolate, hazelnut butter, wisteria, fresh-cut oak in aroma and cup. Sweet-toned structure with bright, balanced acidity; syrupy-smooth mouthfeel. Crisply sweet, citrusy finish with dark chocolate undertones.",citrus chocolatetoned candied mandarin dark chocolate hazelnut butter wisteria freshcut oak aroma cup sweettoned structure bright balanced acidity syrupysmooth mouthfeel crisply sweet citrusy finish dark chocolate undertone,0.7096,1,0.94253176,1
Colombia La Siria Geisha,Bird Rock Coffee Roasters,Medium_Light,United States,La Argentina,Huila Department,83.77,96,2021-11-01,"Delicately fruit-forward, suave, intricate. Pluot, cocoa nib, Meyer lemon zest, star jasmine, pistachio in aroma and cup. Sweet-toned structure with elegantly bright acidity; silky, vibrant mouthfeel. Long, resonant, flavor-saturated finish.",delicately fruitforward suave intricate pluot cocoa nib meyer lemon zest star jasmine pistachio aroma cup sweettoned structure elegantly bright acidity silky vibrant mouthfeel long resonant flavorsaturated finish,0.93,1,0.9425235,1
Guatemala Santa Felisa Wild Yeast Natural Gesha,Kakalove Cafe,Light,Taiwan,Acatenango Growing Region,Central Guatemala,10.62,96,2021-11-01,"Elegantly fruit-toned, complex, deeply layered. Lychee, macadamia nut, pink grapefruit zest, cocoa nib, plumeria in aroma and cup. Richly sweet-tart structure with bright, juicy acidity; supple, syrupy mouthfeel. The long, nuanced finish retains all of the flavor and aroma notes from the cup and adds a subtle incense-like note suggesting sandalwood.",elegantly fruittoned complex deeply layered lychee macadamia nut pink grapefruit zest cocoa nib plumeria aroma cup richly sweettart structure bright juicy acidity supple syrupy mouthfeel long nuanced finish retains flavor aroma note cup add subtle incenselike note suggesting sandalwood,0.8271,1,0.94253385,1
Colombia Granja La Esperanza Las Margaritas Gesha Honey,PT's Coffee Roasting Co.,Light,United States,Caicedonia,Valle Del Cauca Department,26.46,95,2021-11-01,"Richly sweet, deeply aromatic. Strawberry guava, cocoa nib, wild honey, marjoram, lilac in aroma and cup. Sweet-tart structure with richly tart acidity; syrupy-smooth mouthfeel. Long, lingering finish with strawberry guava and cocoa nib in front and wild honey and marjoram undertones.",richly sweet deeply aromatic strawberry guava cocoa nib wild honey marjoram lilac aroma cup sweettart structure richly tart acidity syrupysmooth mouthfeel long lingering finish strawberry guava cocoa nib front wild honey marjoram undertone,0.8316,1,0.94254893,1
Tanzania Acacia Hills Gesha Peaberry,Chromatic Coffee,Medium_Light,United States,Ngorongoro,Tanzania,70.55,95,2021-11-01,"Deep-toned, richly sweet-savory. Blackberry jam, toffee, lavender, spearmint, fresh-cut cedar in aroma and cup. Vibrantly sweet-savory structure with lilting acidity; lively, viscous mouthfeel. Blackberry and lavender notes lead in the short finish, which rounds toward toffee in the long.",deeptoned richly sweetsavory blackberry jam toffee lavender spearmint freshcut cedar aroma cup vibrantly sweetsavory structure lilting acidity lively viscous mouthfeel blackberry lavender note lead short finish round toward toffee long,0.7003,1,0.94251466,1
Colombia La Palma Y El Tucán Gesha Natural,Equator Coffees,Medium_Light,United States,Cundinamarca Department,Central Colombia,35.27,94,2021-11-01,"Dried mulberry, lemon verbena, apple blossom, cocoa nib, wild honey in aroma and cup. Sweet, high-toned structure with fruity acidity; full, satiny-smooth mouthfeel. Cocoa- and mulberry-driven finish.",dried mulberry lemon verbena apple blossom cocoa nib wild honey aroma cup sweet hightoned structure fruity acidity full satinysmooth mouthfeel cocoa mulberrydriven finish,0.4588,1,0.9425235,1
Peru Yanesha Geisha Washed Anaerobic,GK Coffee,Medium_Light,Taiwan,Pasco Department,Villa Rica,25.6,94,2021-11-01,"Floral- and citrus-toned. Star jasmine, pink grapefruit zest, cocoa nib, agave syrup, lychee in aroma and cup. Bright structure with sweetly citrusy acidity; crisp, satiny mouthfeel. Quiet but inviting finish redolent of pink grapefruit zest and cocoa nib.",floral citrustoned star jasmine pink grapefruit zest cocoa nib agave syrup lychee aroma cup bright structure sweetly citrusy acidity crisp satiny mouthfeel quiet inviting finish redolent pink grapefruit zest cocoa nib,0.8074,1,0.9425438,1
Guatemala Geisha,Omine Coffee,Light,Taiwan,Huehuetenango Department,Guatemala,16.0,94,2021-11-01,"Juicy, fruit-driven, balanced. Raspberry jam, dark chocolate, narcissus, caramel, cedar in aroma and cup. Tart-leaning structure with winy acidity; impressively satiny-smooth mouthfeel. The crisply sweet-tart finish centers around raspberry and chocolate suggestions. ",juicy fruitdriven balanced raspberry jam dark chocolate narcissus caramel cedar aroma cup tartleaning structure winy acidity impressively satinysmooth mouthfeel crisply sweettart finish center around raspberry chocolate suggestion,0.4588,1,0.9424895,1
Ethiopia Yirgacheffe Worka Sakaro Anaerobic,Coffee By Design,Light,United States,Gedeb District,Gedeo Zone,5.44,90,2021-11-01,"Quietly bittersweet, cocoa-toned. Lime zest, cocoa powder, hop flowers, cedar, persimmon in aroma and cup. Bittersweet structure with brisk acidity; lightly satiny mouthfeel. The finish centers around notes of cocoa powder and hop flowers.",quietly bittersweet cocoatoned lime zest cocoa powder hop flower cedar persimmon aroma cup bittersweet structure brisk acidity lightly satiny mouthfeel finish center around note cocoa powder hop flower,0.0,0,0.9424677,1
